Belt,Division,Division Group,No.,Name,Country,Date,Location,Defenses,Days,Ended,Notes,Next Champ Date,Day until Next Champ,Region,Continent,Title Type
WBO,Flyweight,Flyweight,6, Carlos Gabriel Salazar,Argentina,12/13/1996,"Buenos Aires, Argentina",5,,,,8/14/1998,609,South America,South America,
WBO,Flyweight,Flyweight,7, Ruben Sánchez León,Mexico,8/14/1998,"Mexicali, Mexico",1,,,,4/23/1999,252,North America,North America,
WBO,Flyweight,Flyweight,8, José Antonio López Bueno,Spain,4/23/1999,"Zaragoza, Spain",1,,,Title vacated in later 1999.,12/18/1999,239,Western Europe,Europe,
WBO,Flyweight,Flyweight,9, Isidro García,Mexico,12/18/1999,"Indio, California, United States",1,,,def. José López,12/15/2000,363,North America,North America,
WBO,Flyweight,Flyweight,10, Fernando Montiel,Mexico,12/15/2000,"Ciudad Obregón, Mexico",3,,,"Montiel vacated the title to move up to super flyweight. His las defense was 9 September 2001 against José López in Reno, Nevada, United States",5/4/2002,505,North America,North America,
WBO,Flyweight,Flyweight,11, Adonis Rivas,Nicaragua,5/4/2002,"Managua, Nicaragua",0,,,def. Jair Jimenez,7/13/2002,70,Central America,North America,
WBO,Flyweight,Flyweight,12, Omar Andrés Narváez,Argentina,7/13/2002,"Buenos Aires, Argentina",16,,,"Narváez vacated the title to move up to super flyweight. His last defense was on 26 June 2009 against Omar Soto at the Luna Park, Buenos Aires",6/12/2010,2891,South America,South America,
WBO,Flyweight,Flyweight,13, Julio César Miranda,Mexico,6/12/2010,"Puebla, Mexico",3,,,def. Richie Mepranum,7/16/2011,399,North America,North America,
WBO,Flyweight,Flyweight,14, Brian Viloria,US,7/16/2011,"Honolulu, Hawaii, United States",3,,,,4/6/2013,630,North America,North America,
WBO,Flyweight,Flyweight,15, Juan Francisco Estrada,Mexico,4/6/2013,"Macao, China",5,,,Estrada vacated the title to move up to junior bantamweight.[48],11/5/2016,1309,North America,North America,
WBO,Flyweight,Flyweight,16, Zou Shiming,China,11/5/2016,"Las Vegas, United States",0,,,def. Prasitsak Phaprom,7/28/2017,265,East Asia,Asia,
WBO,Flyweight,Flyweight,17, Sho Kimura,Japan,7/28/2017,"Shanghai, China",2,,,,9/24/2018,423,East Asia,Asia,
WBO,Flyweight,Flyweight,18, Kosei Tanaka,Japan,9/24/2018,"Nagoya, Japan",3,,,,,,East Asia,Asia,
WBO,Junior flyweight,Light flyweight,1, José de Jesús,Puerto Rico,5/19/1989,"San Juan, Puerto Rico",3,,,"def. Fernando Martínez - De Jesus was stripped of the title after failing to defend it in a specific time period. His last defense was against Abdi Pohan on 10 November 1990 in Jakarta, Indonesia.",7/31/1992,1169,Caribbean,North America,
WBO,Junior flyweight,Light flyweight,2, Josué Camacho,Puerto Rico,7/31/1992,"San Juan, Puerto Rico",1,,,def. Eddie Vallejo,7/15/1994,714,Caribbean,North America,
WBO,Junior flyweight,Light flyweight,3, Michael Carbajal,US,7/15/1994,"Phoenix, Arizona, United States",0,,,"Carbajal failed to defend the title he had just won, looking forward instead to have another fight with Humberto González 4 months later.",11/23/1994,131,North America,North America,
WBO,Junior flyweight,Light flyweight,4, Paul Weir,Great Britain,11/23/1994,"Irvine, Scotland",1,,,def. Paul Oulden,11/18/1995,360,Western Europe,Europe,
WBO,Junior flyweight,Light flyweight,5, Jacob Matlala,South Africa,11/18/1995,"Glasgow, Scotland",2,,,"Matlala elected to take a shot against Michael Carbajal rather than defend his title. His last defense of the title was against Mickey Cantwell on 8 February 1997 in Millwall, London.",5/31/1997,560,Sub-Saharan Africa,Africa,
WBO,Junior flyweight,Light flyweight,6, Jesús Chong,Mexico,5/31/1997,"Las Vegas, Nevada, United States",0,,,def. Eric Griffin,8/25/1997,86,North America,North America,
WBO,Junior flyweight,Light flyweight,7, Melchor Cob Castro,Mexico,8/25/1997,"Inglewood, California, United States",0,,,,1/17/1998,145,North America,North America,
WBO,Junior flyweight,Light flyweight,8, Juan Domingo Córdoba,Argentina,1/17/1998,"Santiago del Estero, Argentina",1,,,,12/5/1998,322,South America,South America,
WBO,Junior flyweight,Light flyweight,9, Jorge Arce,Mexico,12/5/1998,"Tijuana, Mexico",1,,,,7/31/1999,238,North America,North America,
WBO,Junior flyweight,Light flyweight,10, Michael Carbajal (2),US,7/31/1999,"Tijuana, Mexico",0,,,Carbajal automatically vacated the title after retiring that same year.,2/19/2000,203,North America,North America,
WBO,Junior flyweight,Light flyweight,11, Masibulele Makepula,South Africa,2/19/2000,"Brakpan, South Africa",0,,,def. Jacob Matlala - Title vacated in 2000.,4/14/2001,420,Sub-Saharan Africa,Africa,
WBO,Junior flyweight,Light flyweight,12, Nelson Dieppa,Puerto Rico,4/14/2001,"New York City, United States",5,,,def. Andy Tabanas,4/30/2005,1477,Caribbean,North America,
WBO,Junior flyweight,Light flyweight,13, Hugo Cázares,Mexico,4/30/2005,"San Juan, Puerto Rico",4,,,,8/25/2007,847,North America,North America,
WBO,Junior flyweight,Light flyweight,14, Iván Calderón,Puerto Rico,8/25/2007,"Guaynabo, Puerto Rico",6,,,,8/28/2010,1099,Caribbean,North America,
WBO,Junior flyweight,Light flyweight,15, Giovani Segura,Mexico,8/28/2010,"Guaynabo, Puerto Rico",1,,,"Segura vacated the title to move up to Flyweight. His last defense of the title was on 2 April 2011 against Iván Calderón in Baja California, Mexico.",4/1/2011,216,North America,North America,
WBO,Junior flyweight,Light flyweight,16, Jesús Géles,Colombia,4/1/2011,NA,0,,,interim champ promoted,4/30/2011,29,South America,South America,
WBO,Junior flyweight,Light flyweight,17, Ramón García Hirales,Mexico,4/30/2011,"Mexico City, Mexico",0,,,,10/8/2011,161,North America,North America,
WBO,Junior flyweight,Light flyweight,18, Donnie Nietes,Philippines,10/8/2011,"Bacolod, Philippines",9,,,Nietes vacated the title to move up to flyweight.[49],12/31/2016,1911,Oceania,Asia,
WBO,Junior flyweight,Light flyweight,19, Kosei Tanaka,Japan,12/31/2016,"Gifu, Japan",2,,,def. Moisés Fuentes - Tanaka vacated the title to move up to flyweight.[50],12/2/2017,336,East Asia,Asia,
WBO,Junior flyweight,Light flyweight,20, Ángel Acosta,Puerto Rico,12/2/2017,"New York City, New York, United States",3,,,,6/21/2019,566,Caribbean,North America,
WBO,Junior flyweight,Light flyweight,21, Elwin Soto,Mexico,6/21/2019,"Indio, California, United States",1,,,,,,North America,North America,
WBO,Mini flyweight,Minimumweight,1, Rafael Torres,Dominican Republic,8/30/1989,"Santo Domingo, Dominican Republic",1,,,"def. Yamil Caraballo - Torres' only defense was against Husni Ray on 31 July 1990 in Jakarta, Indonesia.",5/15/1993,1354,Caribbean,North America,
WBO,Mini flyweight,Minimumweight,2, Paul Weir,Great Britain,5/15/1993,"Glasgow, Scotland",1,,,def. Fernando Martínez - Weir vacated the title to move up in weight and challenge Josué Camacho for a junior flyweight world title.[51],12/22/1993,221,Western Europe,Europe,
WBO,Mini flyweight,Minimumweight,3, Alex Sánchez,Puerto Rico,12/22/1993,"El Condado, San Juan, Puerto Rico",6,,,def. Orlando Malone,8/23/1997,1340,Caribbean,North America,
WBO,Mini flyweight,Minimumweight,4, Ricardo López,Mexico,8/23/1997,"New York City, New York, United States",0,,,López vacated all his titles at minimumweight to move up to light flyweight.,12/19/1997,118,North America,North America,
WBO,Mini flyweight,Minimumweight,5, Eric Jamili,Philippines,12/19/1997,"London, England, United Kingdom",0,,,,5/30/1998,162,Oceania,Asia,
WBO,Mini flyweight,Minimumweight,6, Kermin Guardia,Colombia,5/30/1998,"Las Vegas, Nevada, United States",3,,,"Guardia vacated the title to move up to light flyweight. His last defense was against Juan Alfonso Keb Baas on 6 April 2001 in Mérida, Yucatán, Mexico.",6/29/2002,1491,South America,South America,
WBO,Mini flyweight,Minimumweight,7, Jorge Mata,Spain,6/29/2002,"Palma, Majorca, Spain",1,,,def. Reynaldo Frutos,3/28/2003,272,Western Europe,Europe,
WBO,Mini flyweight,Minimumweight,8, Eduardo Ray Márquez,Nicaragua,3/28/2003,"Madrid, Spain",0,,,,5/3/2003,36,Central America,North America,
WBO,Mini flyweight,Minimumweight,9, Iván Calderón,Puerto Rico,5/3/2003,"Las Vegas, Nevada, United States",11,,,"Calderón vacated the title to move up to light flyweight. His last defense of the title was on 28 April 2007 against Ronald Barrera in Barranquilla, Colombia.",9/30/2007,1611,Caribbean,North America,
WBO,Mini flyweight,Minimumweight,10, Donnie Nietes,Philippines,9/30/2007,"Cebu City, Cebu, Philippines",4,,,def. Pornsawan Porpramook - Nietes vacated the title to move up in weight and challenge Ramón García Hirales for the WBO junior flyweight world championship.,2/25/2011,1244,Oceania,Asia,
WBO,Mini flyweight,Minimumweight,11, Raúl García,Mexico,2/25/2011,NA,1,,,interim champion promoted,8/27/2011,183,North America,North America,
WBO,Mini flyweight,Minimumweight,12, Moisés Fuentes,Mexico,8/27/2011,"Guadalajara, Mexico",2,,,"Fuentes vacated the title to move up to light flyweight. His last defense of the title was on 6 October 2012 against Iván Calderón in Bayamón, Puerto Rico.",4/19/2013,601,North America,North America,
WBO,Mini flyweight,Minimumweight,13, Merlito Sabillo,Philippines,4/19/2013,NA,2,,,interim champion promoted,3/22/2014,337,Oceania,Asia,
WBO,Mini flyweight,Minimumweight,14, Francisco Rodríguez Jr.,Mexico,3/22/2014,"Monterey, Mexico",1,,,"Rodríguez vacated the title to move up to flyweight. His only defense of the title was on 9 August 2014 against Katsunari Takayama in Monterrey, Mexico.",12/31/2014,284,North America,North America,
WBO,Mini flyweight,Minimumweight,15, Katsunari Takayama,Japan,12/31/2014,"Osaka, Japan",0,,,def. Go Odaira - Takayama vacated his WBO title to skip mandatory challenger in favor of a fight with former champion Fahlan Sakkreerin,5/30/2015,150,East Asia,Asia,
WBO,Mini flyweight,Minimumweight,16, Kosei Tanaka,Japan,5/30/2015,"Komaki, Japan",1,,,def. Julián Yedras - Tanaka vacated the title to move up to junior flyweight.[52],8/20/2016,448,East Asia,Asia,
WBO,Mini flyweight,Minimumweight,17, Katsunari Takayama (2),Japan,8/20/2016,"Sanda, Japan",0,,,def. Riku Kano - Takayama announced retirement from professional boxing in order to concentrate on training for the 2020 Summer Olympics,4/14/2017,237,East Asia,Asia,
WBO,Mini flyweight,Minimumweight,18, Tatsuya Fukuhara,Japan,4/14/2017,N/A,0,,,interim champion promoted,8/27/2017,135,East Asia,Asia,
WBO,Mini flyweight,Minimumweight,19, Ryuya Yamanaka,Japan,8/27/2017,"Ashikita, Japan",1,,,,7/13/2018,320,East Asia,Asia,
WBO,Mini flyweight,Minimumweight,20, Vic Saludar,Philippines,7/13/2018,"Kobe, Japan",1,,,,8/24/2019,407,Oceania,Asia,
WBO,Mini flyweight,Minimumweight,21, Wilfredo Mendez,Puerto Rico,8/24/2019,"San Juan, Puerto Rico",2,,,,,,Caribbean,North America,
IBF,Heavyweight,Heavyweight,1, Larry Holmes,US,12/11/1983,"Las Vegas, Nevada",3,650,,,9/21/1985,650,North America,North America,
IBF,Heavyweight,Heavyweight,2, Michael Spinks,US,9/21/1985,"Las Vegas, Nevada",2,523,2/26/1987,"Spinks was stripped of the title for refusing to fight mandatory challenger Tony Tucker.[1] His last successful defense was against Steffen Tangstad on 6 September 1986 in Las Vegas, Nevada.",5/30/1987,616,North America,North America,
IBF,Heavyweight,Heavyweight,3, Tony Tucker,US,5/30/1987,"Las Vegas, Nevada",0,63,,"def. James ""Buster"" Douglas",8/1/1987,63,North America,North America,
IBF,Heavyweight,Heavyweight,4, Mike Tyson,US,8/1/1987,"Las Vegas, Nevada",6,925,,,2/11/1990,925,North America,North America,
IBF,Heavyweight,Heavyweight,5," James ""Buster"" Douglas",US,2/11/1990,"Tokyo, Japan",0,256,,,10/25/1990,256,North America,North America,
IBF,Heavyweight,Heavyweight,6, Evander Holyfield,US,10/25/1990,"Las Vegas, Nevada",3,750,,,11/13/1992,750,North America,North America,
IBF,Heavyweight,Heavyweight,7, Riddick Bowe,US,11/13/1992,"Las Vegas, Nevada",1,358,,,11/6/1993,358,North America,North America,
IBF,Heavyweight,Heavyweight,8, Evander Holyfield (2),US,11/6/1993,"Las Vegas, Nevada",0,167,,,4/22/1994,167,North America,North America,
IBF,Heavyweight,Heavyweight,9, Michael Moorer,US,4/22/1994,"Las Vegas, Nevada",0,197,,,11/5/1994,197,North America,North America,
IBF,Heavyweight,Heavyweight,10, George Foreman,US,11/5/1994,"Las Vegas, Nevada",1,236,6/29/1995,"Foreman vacated the title after refusing to participate in an IBF-mandated rematch with Axel Schulz,[2] whom he defeated in his only successful defense on 22 April 1995 in Las Vegas, Nevada.",12/9/1995,399,North America,North America,
IBF,Heavyweight,Heavyweight,11, Francois Botha,South Africa,12/9/1995,"Stuttgart, Germany",0,109,3/27/1996,def. Axel Schulz - Botha was stripped of the title after a ruling by a federal judge that he be disqualified due to testing positive for a banned steroid after his fight with Schulz.[3],6/22/1996,196,Sub-Saharan Africa,Africa,
IBF,Heavyweight,Heavyweight,12, Michael Moorer (2),US,6/22/1996,"Dortmund, Germany",2,504,,def. Axel Schulz,11/8/1997,504,North America,North America,
IBF,Heavyweight,Heavyweight,13, Evander Holyfield (3),US,11/8/1997,"Las Vegas, Nevada",2,735,,,11/13/1999,735,North America,North America,
IBF,Heavyweight,Heavyweight,14, Lennox Lewis,Great Britain,11/13/1999,"Las Vegas, Nevada",3,526,,,4/22/2001,526,Western Europe,Europe,
IBF,Heavyweight,Heavyweight,15, Hasim Rahman,US,4/22/2001,"Brakpan, South Africa",0,209,,,11/17/2001,209,North America,North America,
IBF,Heavyweight,Heavyweight,16, Lennox Lewis (2),Great Britain,11/17/2001,"Las Vegas, Nevada",1,292,9/5/2002,"Lewis vacated the IBF title after refusing to negotiate terms with mandatory challenger Chris Byrd and by being given US$1 million and a Range Rover by promoter Don King to do so, because King wished to promote a fight between Byrd and Evander Holyfield for the vacant title.[4] Lewis' only successful defense was against Mike Tyson on 8 June 2002 in Memphis, Tennessee.",12/14/2002,392,Western Europe,Europe,
IBF,Heavyweight,Heavyweight,17, Chris Byrd,US,12/14/2002,"Atlantic City, New Jersey",4,1225,,def. Evander Holyfield,4/22/2006,1225,North America,North America,
IBF,Heavyweight,Heavyweight,18, Wladimir Klitschko,Ukraine,4/22/2006,"Mannheim, Germany",18,3507,,,11/28/2015,3507,Eastern Europe,Europe,
IBF,Heavyweight,Heavyweight,19, Tyson Fury,Great Britain,11/28/2015,"Düsseldorf, Germany",0,10,12/8/2015,"Fury was stripped of the title for being unable to fight mandatory challenger Vyacheslav Glazkov, due to agreeing to a rematch with Wladimir Klitschko.[5]",1/16/2016,49,Western Europe,Europe,
IBF,Heavyweight,Heavyweight,20, Charles Martin,US,1/16/2016,"Brooklyn, New York",0,84,,def. Vyacheslav Glazkov,4/9/2016,84,North America,North America,
IBF,Heavyweight,Heavyweight,21, Anthony Joshua,Great Britain,4/9/2016,"London, United Kingdom",6,1148,,,6/1/2019,1148,Western Europe,Europe,
IBF,Heavyweight,Heavyweight,22, Andy Ruiz Jr.,US,6/1/2019,"New York City, United States of America",0,189,,,12/7/2019,189,North America,North America,
IBF,Heavyweight,Heavyweight,23, Anthony Joshua (2),Great Britain,12/7/2019,"Diriyah, Saudi Arabia",0,318,,,,,Western Europe,Europe,
IBF,Cruiserweight,Cruiserweight,1, Marvin Camel,US,12/13/1983,"Halifax, Nova Scotia, Canada",0,298,,def. Roddy MacDonald,10/6/1984,298,North America,North America,
IBF,Cruiserweight,Cruiserweight,2, Lee Roy Murphy,US,10/6/1984,"Billings, Montana",3,749,,,10/25/1986,749,North America,North America,
IBF,Cruiserweight,Cruiserweight,3, Rickey Parkey,US,10/25/1986,"Marsala, Italy",1,202,,,5/15/1987,202,North America,North America,
IBF,Cruiserweight,Cruiserweight,4, Evander Holyfield,US,5/15/1987,"Las Vegas, Nevada",3,230,6/10/1905,"Holyfield vacated the title to move up to heavyweight. His last defense was against Carlos de León on 9 April 1988 in Las Vegas, Nevada.",6/3/1989,750,North America,North America,
IBF,Cruiserweight,Cruiserweight,5, Glenn McCrory,Great Britain,6/3/1989,"Stanley, United Kingdom",1,292,,def. Patrick Lumumba,3/22/1990,292,Western Europe,Europe,
IBF,Cruiserweight,Cruiserweight,6, Jeff Lampkin,US,3/22/1990,"Gateshead, United Kingdom",1,534,,,9/7/1991,534,North America,North America,
IBF,Cruiserweight,Cruiserweight,7, James Warring,US,9/7/1991,"Salemi, Italy",2,327,,def. James Pritchard,7/30/1992,327,North America,North America,
IBF,Cruiserweight,Cruiserweight,8, Al Cole,US,7/30/1992,"Stanhope, New Jersey",5,1492,,,8/31/1996,1493,North America,North America,
IBF,Cruiserweight,Cruiserweight,9, Adolpho Washington,US,8/31/1996,"Palma de Mallorca, Spain",0,295,,def. Torsten May,6/21/1997,294,North America,North America,
IBF,Cruiserweight,Cruiserweight,10, Uriah Grant,Jamaica,6/21/1997,"Tampa, Florida",0,140,,,11/8/1997,140,Caribbean,North America,
IBF,Cruiserweight,Cruiserweight,11, Imamu Mayfield,US,11/8/1997,"Las Vegas, Nevada",1,356,,,10/30/1998,356,North America,North America,
IBF,Cruiserweight,Cruiserweight,12, Arthur Williams,US,10/30/1998,"Biloxi, Mississippi",0,218,,,6/5/1999,218,North America,North America,
IBF,Cruiserweight,Cruiserweight,13, Vassiliy Jirov,Kazakhstan,6/5/1999,"Biloxi, Mississippi",6,1421,,,4/26/2003,1421,Eastern Europe,Europe,
IBF,Cruiserweight,Cruiserweight,14, James Toney,US,4/26/2003,"Mashantucket, Connecticut",0,,,Toney vacated to move up to heavyweight and fight Evander Holyfield,5/1/2004,371,North America,North America,
IBF,Cruiserweight,Cruiserweight,15, Kelvin Davis,US,5/1/2004,"Miami, Florida",0,284,2/9/2005,def. Ezra Sellers - Davis was stripped of the title after a fight with O'Neil Bell scheduled for 5 February 2005 was cancelled.[6],5/20/2005,384,North America,North America,
IBF,Cruiserweight,Cruiserweight,16, O'Neil Bell,Jamaica,5/20/2005,"Hollywood, Florida",2,315,4/1/2006,"def. Dale Brown - Bell was stripped of the title after undergoing dental surgery and subsequently withdrawing from a fight with mandatory challenger Steve Cunningham scheduled for 6 May.[7] Bell's last defense was against Jean-Marc Mormeck on 7 January 2006 in New York City, New York.",11/25/2006,554,Caribbean,North America,
IBF,Cruiserweight,Cruiserweight,17, Krzysztof Włodarczyk,Poland,11/25/2006,"Warsaw, Poland",0,182,,def. Steve Cunningham,5/26/2007,182,Eastern Europe,Europe,
IBF,Cruiserweight,Cruiserweight,18, Steve Cunningham,US,5/26/2007,"Warsaw, Poland",0,565,,,12/11/2008,565,North America,North America,
IBF,Cruiserweight,Cruiserweight,19, Tomasz Adamek,Poland,12/11/2008,"Newark, New Jersey",2,311,10/18/2009,Adamek vacated the title to move up to heavyweight.[8],6/5/2010,541,Eastern Europe,Europe,
IBF,Cruiserweight,Cruiserweight,20, Steve Cunningham (2),US,6/5/2010,"Neubrandenburg, Germany",1,514,,def. Troy Ross,10/1/2011,483,North America,North America,
IBF,Cruiserweight,Cruiserweight,21, Yoan Pablo Hernandez,Cuba,10/1/2011,"Neubrandenburg, Germany",4,1451,9/21/2015,Hernández was stripped of the title after withdrawing from a scheduled mandatory defense against Víctor Emilio Ramírez due to injury.[9],9/21/2015,1451,Caribbean,North America,
IBF,Cruiserweight,Cruiserweight,22, Victor Emilio Ramírez,Argentina,9/21/2015,N/A,1,243,,interim champion promoted,5/21/2016,243,South America,South America,
IBF,Cruiserweight,Cruiserweight,23, Denis Lebedev,Russia,5/21/2016,"Moscow, Russia",0,196,,,12/3/2016,196,Eastern Europe,Europe,
IBF,Cruiserweight,Cruiserweight,24, Murat Gassiev,Russia,12/3/2016,"Moscow, Russia",2,230,,,7/21/2018,595,Eastern Europe,Europe,
IBF,Cruiserweight,Cruiserweight,25, Oleksandr Usyk,Ukraine,7/21/2018,"Moscow, Russia",1,250,6/15/2019,Usyk vacated the title after his announced move up to heavyweight.[10],6/15/2019,329,Eastern Europe,Europe,
IBF,Cruiserweight,Cruiserweight,26, Yuniel Dorticos,Cuba,6/15/2019,"Riga, Latvia",0,493,,def. Andrew Tabiti,9/26/2020,469,Caribbean,North America,
IBF,Cruiserweight,Cruiserweight,27, Mairis Briedis,Latvia,9/26/2020,"Munich, Germany",0,24,,,,,Eastern Europe,Europe,
IBF,Light Heavyweight,Light Heavyweight,1, Michael Spinks,US,2/25/1984,"Atlantic City, New Jersey",2,619,11/5/1985,"def. Eddie Davis - Spinks vacated his unified WBC, WBA, and IBF titles and moved up to heavyweight.[11] His last successful defense was against Jim MacDonald on 6 June 1985 in Las Vegas, Nevada.",12/21/1985,665,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,2, Slobodan Kačar,Yugoslavia,12/21/1985,"Pesaro, Italy",0,259,,def. Eddie Mustafa Muhammad,9/6/1986,259,Eastern Europe,Europe,
IBF,Light Heavyweight,Light Heavyweight,3, Bobby Czyz,US,9/6/1986,"Las Vegas, Nevada",3,418,,,10/29/1987,418,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,4, Charles Williams,US,10/29/1987,"Las Vegas, Nevada",8,1969,,,3/20/1993,1969,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,5, Henry Maske,Germany,3/20/1993,"Düsseldorf, Germany",10,1344,,,11/23/1996,1344,Western Europe,Europe,
IBF,Light Heavyweight,Light Heavyweight,6, Virgil Hill,US,11/23/1996,"Munich, Germany",0,202,,,6/13/1997,202,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,7, Dariusz Michalczewski,Poland,6/13/1997,"Oberhausen, Germany",0,3,6/16/1997,Michalczewski vacated the title after refusing to fight mandatory challenger William Guthrie.[12],7/19/1997,36,Eastern Europe,Europe,
IBF,Light Heavyweight,Light Heavyweight,8, William Guthrie,US,7/19/1997,"Indio, California",0,202,,def. Darrin Allen,2/6/1998,202,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,9, Reggie Johnson,US,2/6/1998,"Uncasville, Connecticut",2,484,,,6/5/1999,484,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,10, Roy Jones Jr.,US,6/5/1999,"Biloxi, Mississippi",7,1305,12/1/2002,"Jones vacated the title to move up to heavyweight and challenge John Ruiz for his WBA title.[13] His last successful defense was against Clinton Woods on 7 September 2002 in Portland, Oregon.",4/26/2003,1421,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,11, Antonio Tarver,US,4/26/2003,"Mashantucket, Connecticut",0,196,12/1/2003,def. Montell Griffin - Tarver vacated the title due to agreeing to a fight with Roy Jones Jr. which included a rematch clause that would have made him unavailable for a mandatory defense had he won.[14],2/6/2004,286,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,12, Glen Johnson,Jamaica,2/6/2004,"Sheffield, United Kingdom",1,298,11/5/2004,"def. Clinton Woods - Johnson vacated the title after agreeing to fight Antonio Tarver instead of participating in a mandatory defense.[15] Johnson's only defense was against Roy Jones Jr. on 25 September 2004 in Memphis, Tennessee.",3/4/2005,392,Caribbean,North America,
IBF,Light Heavyweight,Light Heavyweight,13, Clinton Woods,Great Britain,3/4/2005,"Rotherham, United Kingdom",4,1135,,def. Rico Hoye,4/12/2008,1135,Western Europe,Europe,
IBF,Light Heavyweight,Light Heavyweight,14, Antonio Tarver (2),US,4/12/2008,"Tampa, Florida",0,182,,,10/11/2008,182,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,15, Chad Dawson,US,10/11/2008,"Las Vegas, Nevada",1,229,5/27/2009,Dawson vacated the title after refusing to negotiate terms with mandatory challenger Tavoris Cloud and instead pursued a rematch with Glen Johnson.[16],8/28/2009,321,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,16, Tavoris Cloud,US,8/28/2009,"Hollywood, Florida",4,1289,,def. Clinton Woods,3/9/2013,1289,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,17, Bernard Hopkins,US,3/9/2013,"New York City, New York",2,609,,,11/8/2014,609,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,18, Sergey Kovalev,Russia,11/8/2014,"Atlantic City, New Jersey",4,742,,,11/19/2016,742,Eastern Europe,Europe,
IBF,Light Heavyweight,Light Heavyweight,19, Andre Ward,US,11/19/2016,"Las Vegas, Nevada",1,306,9/21/2017,"Ward retired as the unified WBA/IBF/WBO world champion.[17] His last successful defense was against Sergey Kovalev on 6 June 2017 in Las Vegas, Nevada.",11/11/2017,357,North America,North America,
IBF,Light Heavyweight,Light Heavyweight,20, Artur Beterbiev,Russia,11/11/2017,"Fresno, California",3,1074,,def. Enrico Kölling,,,Eastern Europe,Europe,
IBF,Super Middleweight,Super Middleweight,1, Murray Sutherland,Great Britain,3/28/1984,"Atlantic City, New Jersey",0,116,,def. Ernie Singletary,7/22/1984,116,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,2, Chong-Pal Park,South Korea,7/22/1984,"Seoul, South Korea",8,1290,2/2/1988,"Park was stripped of the title after failing to make a mandatory defense within the IBF's prescribed time limit.[18] His last defense of the title was against Emmanuel Otti on 26 July 1987 in Gwangju, South Korea.",3/11/1988,1328,East Asia,Asia,
IBF,Super Middleweight,Super Middleweight,3, Graciano Rocchigiani,Germany,3/11/1988,"Düsseldorf, Germany",3,295,9/1/1989,"def. Vincent Boulware - Rocchigiani, citing difficulties making weight, vacated the title and withdrew from a scheduled October fight with Frank Tate to move up to light heavyweight.[19] His last defense was against Thulani Malinga on 27 January 1989 in Berlin, Germany.",1/27/1990,687,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,4, Lindell Holmes,US,1/27/1990,"New Orleans, Louisiana",3,476,,def. Frank Tate,5/18/1991,476,North America,North America,
IBF,Super Middleweight,Super Middleweight,5, Darrin Van Horn,US,5/18/1991,"Verbania, Italy",1,237,,,1/10/1992,237,North America,North America,
IBF,Super Middleweight,Super Middleweight,6, Iran Barkley,US,1/10/1992,"New York City, New York",0,400,,,2/13/1993,400,North America,North America,
IBF,Super Middleweight,Super Middleweight,7, James Toney,US,2/13/1993,"Las Vegas, Nevada",3,643,,,11/18/1994,643,North America,North America,
IBF,Super Middleweight,Super Middleweight,8, Roy Jones Jr.,US,11/18/1994,"Las Vegas, Nevada",5,408,2/1/1997,"Jones, having previously moved up to light heavyweight in November 1996 when he defeated Mike McCallum for the interim WBC title, vacated the IBF super middleweight title, citing the sanctioning bodies' policies of not liking titles to be held in different weight classes simultaneously.[20]",6/21/1997,946,North America,North America,
IBF,Super Middleweight,Super Middleweight,9, Charles Brewer,US,6/21/1997,"Tampa, Florida",3,490,,def. Gary Ballard,10/24/1998,490,North America,North America,
IBF,Super Middleweight,Super Middleweight,10, Sven Ottke,Germany,10/24/1998,"Düsseldorf, Germany",21,1981,3/27/2004,"Ottke retired as the unified WBA/IBF world champion immediately after his defense against Armand Krajnc in Magdeburg, Germany.[21]",10/2/2004,2170,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,11, Jeff Lacy,US,10/2/2004,"Las Vegas, Nevada",4,518,,def. Syd Vanderpool,3/4/2006,518,North America,North America,
IBF,Super Middleweight,Super Middleweight,12, Joe Calzaghe,Great Britain,3/4/2006,"Manchester, United Kingdom",1,268,11/27/2006,Calzaghe vacated the title after refusing to fight mandatory challenger Robert Stieglitz and instead accepted a fight with Peter Manfredo Jr..[22],3/3/2007,364,Western Europe,Europe,
IBF,Super Middleweight,Super Middleweight,13, Alejandro Berrio,Colombia,3/3/2007,"Rostock, Germany",0,230,,def. Robert Stieglitz,10/19/2007,230,South America,South America,
IBF,Super Middleweight,Super Middleweight,14, Lucian Bute,Romania,10/19/2007,"Montreal, Quebec, Canada",9,1681,,,5/26/2012,1681,Eastern Europe,Europe,
